course_id,course_name,instructor_or_pi,question_id,topic,phase,question,option_A,option_B,option_C,option_D,answer,difficulty,discrimination,student_id,group,score
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q030,AI Ethics,pre,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.65,0.87,S1279,D,68.02
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q030,AI Ethics,post,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.32,0.86,S1279,D,74.82
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q031,Blockchain Concepts,pre,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.65,0.59,S1280,A,59.61
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q031,Blockchain Concepts,post,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.28,0.54,S1280,A,84.45
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q032,Smart Contracts,pre,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.62,0.88,S1281,B,51.27
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q032,Smart Contracts,post,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.22,0.63,S1281,B,79.72
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q033,Data Visualization,pre,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.58,0.53,S1282,C,58.58
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q033,Data Visualization,post,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.62,0.84,S1282,C,63.18
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q034,Deep Learning,pre,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.42,0.75,S1283,D,51.06
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q034,Deep Learning,post,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.65,0.51,S1283,D,71.5
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q035,Text Mining,pre,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.39,0.94,S1284,A,58.29
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q035,Text Mining,post,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.6,0.75,S1284,A,66.32
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q036,Financial Modeling,pre,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.75,0.52,S1285,B,63.56
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q036,Financial Modeling,post,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.42,0.92,S1285,B,71.49
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q037,Data Governance,pre,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.21,0.66,S1286,C,67.0
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q037,Data Governance,post,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.4,0.68,S1286,C,69.5
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q038,Reinforcement Learning,pre,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.34,0.84,S1287,D,68.76
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q038,Reinforcement Learning,post,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.71,0.94,S1287,D,65.71
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q039,Data Structures,pre,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.69,0.54,S1288,A,73.58
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q039,Data Structures,post,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.49,0.83,S1288,A,73.36
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q040,Machine Learning,pre,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.27,0.86,S1289,B,54.39
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q040,Machine Learning,post,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.31,0.76,S1289,B,89.8
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q041,Regression Models,pre,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.47,0.76,S1290,C,50.48
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q041,Regression Models,post,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.8,0.63,S1290,C,73.6
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q042,Classification,pre,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.31,0.71,S1291,D,78.28
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q042,Classification,post,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.82,0.54,S1291,D,80.72
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q043,Neural Networks,pre,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.7,0.9,S1292,A,65.9
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q043,Neural Networks,post,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.77,0.79,S1292,A,79.32
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q044,Data Cleaning,pre,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.74,0.57,S1293,B,58.82
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q044,Data Cleaning,post,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.87,0.73,S1293,B,63.69
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q045,Feature Engineering,pre,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.71,0.79,S1294,C,59.07
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q045,Feature Engineering,post,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.85,0.65,S1294,C,89.68
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q046,AI Ethics,pre,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.75,0.65,S1295,D,60.2
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q046,AI Ethics,post,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.45,0.89,S1295,D,49.95
